"No.","Time","Source","Destination","Protocol","Length","Info"
"373","51.755498900","10.101.1.28","31.13.83.51","TCP","54","55540  >  443 [ACK] Seq=139 Ack=143 Win=1018 Len=0"
"374","52.630152800","10.101.1.28","157.240.5.11","TLSv1.2","83","Application Data"
"375","52.630888500","Intel_50:21:c0","Broadcast","ARP","42","Who has 10.101.1.31? Tell 10.101.1.23"
"376","52.702725400","157.240.5.11","10.101.1.28","TLSv1.2","79","Application Data"
"377","52.754204600","10.101.1.28","157.240.5.11","TCP","54","55086  >  443 [ACK] Seq=182 Ack=2281 Win=255 Len=0"
"378","53.717798200","10.101.1.28","157.240.5.52","TLSv1.2","122","Application Data"
"379","53.751449700","157.240.5.52","10.101.1.28","TCP","60","443  >  59673 [ACK] Seq=141 Ack=205 Win=311 Len=0"
"380","53.814111500","157.240.5.52","10.101.1.28","TLSv1.2","124","Application Data"
"381","53.856760400","10.101.1.28","157.240.5.52","TCP","54","59673  >  443 [ACK] Seq=205 Ack=211 Win=252 Len=0"
"382","54.580693100","10.101.1.40","224.0.0.251","MDNS","196","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question PTR MacBook Air de Dani._companion-link._tcp.local PTR MacBook Pro de Brian._companion-link._tcp.local"
"383","54.580693100","fe80::1059:5b37:6502:5fbc","ff02::fb","MDNS","216","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question PTR MacBook Air de Dani._companion-link._tcp.local PTR MacBook Pro de Brian._companion-link._tcp.local"
"384","54.752188200","142.250.184.10","10.101.1.28","UDP","200","443  >  56329 Len=158"
"385","54.788109900","10.101.1.28","142.250.184.10","UDP","74","56329  >  443 Len=32"
"386","55.191249100","10.101.1.43","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"387","55.505732700","10.101.1.26","224.0.0.251","MDNS","564","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a SRV, cache flush 0 0 56666 Android.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush Android.local"
"388","55.505732700","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","584","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a SRV, cache flush 0 0 56666 Android.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush Android.local"
"389","55.628074200","10.101.1.28","157.240.5.11","TLSv1.2","83","Application Data"
"390","55.628435100","10.101.1.28","157.240.5.11","TLSv1.2","83","Application Data"
"391","55.661920000","157.240.5.11","10.101.1.28","TCP","60","443  >  55428 [ACK] Seq=51 Ack=88 Win=848 Len=0"
"392","55.702730800","157.240.5.11","10.101.1.28","TLSv1.2","79","Application Data"
"393","55.712870600","157.240.5.11","10.101.1.28","TLSv1.2","79","Application Data"
"394","55.752423900","10.101.1.28","157.240.5.11","TCP","54","50379  >  443 [ACK] Seq=6119 Ack=152 Win=255 Len=0"
"395","55.767913600","10.101.1.28","157.240.5.11","TCP","54","55428  >  443 [ACK] Seq=88 Ack=76 Win=255 Len=0"
"396","56.215877100","10.101.1.43","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"397","56.624811600","10.101.1.28","157.240.5.12","TLSv1.2","86","Application Data"
"398","56.661256200","157.240.5.12","10.101.1.28","TCP","60","443  >  56601 [ACK] Seq=85 Ack=129 Win=294 Len=0"
"399","56.729171200","Routerboardc_4c:2c:2b","Broadcast","0x9003","64","Ethernet II"
"400","56.729171200","10.101.1.26","224.0.0.251","MDNS","213","Standard query 0x0000 ANY {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local, ""QU"" question ANY Android.local, ""QU"" question ANY Android.local, ""QU"" question SRV 0 0 56666 Android.local A 10.101.1.26 AAAA fe80::c889:4ff:fe87:710a"
"401","56.729171200","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","233","Standard query 0x0000 ANY {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local, ""QU"" question ANY Android.local, ""QU"" question ANY Android.local, ""QU"" question SRV 0 0 56666 Android.local A 10.101.1.26 AAAA fe80::c889:4ff:fe87:710a"
"402","56.811601200","157.240.5.12","10.101.1.28","TLSv1.2","82","Application Data"
"403","56.858036900","10.101.1.28","157.240.5.12","TCP","54","56601  >  443 [ACK] Seq=129 Ack=113 Win=251 Len=0"
"404","57.036493300","10.101.1.26","224.0.0.251","MDNS","213","Standard query 0x0000 ANY {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local, ""QM"" question ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question SRV 0 0 56666 Android.local A 10.101.1.26 AAAA fe80::c889:4ff:fe87:710a"
"405","57.036493300","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","233","Standard query 0x0000 ANY {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local, ""QM"" question ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question SRV 0 0 56666 Android.local A 10.101.1.26 AAAA fe80::c889:4ff:fe87:710a"
"406","57.138410200","10.101.1.43","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"407","57.240907800","10.101.1.26","224.0.0.251","MDNS","213","Standard query 0x0000 ANY {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local, ""QM"" question ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question SRV 0 0 56666 Android.local A 10.101.1.26 AAAA fe80::c889:4ff:fe87:710a"
"408","57.240907800","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","233","Standard query 0x0000 ANY {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local, ""QM"" question ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question SRV 0 0 56666 Android.local A 10.101.1.26 AAAA fe80::c889:4ff:fe87:710a"
"409","57.447577100","10.101.1.26","224.0.0.251","MDNS","564","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"410","57.447577100","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","584","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"411","58.162393200","10.101.1.43","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"412","58.470887500","10.101.1.26","224.0.0.251","MDNS","564","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"413","58.470887500","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","584","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"414","58.633829200","10.101.1.28","157.240.5.11","TLSv1.2","83","Application Data"
"415","58.665788900","157.240.5.11","10.101.1.28","TCP","60","443  >  58626 [ACK] Seq=176 Ack=7753 Win=1609 Len=0"
"416","58.705362900","157.240.5.11","10.101.1.28","TLSv1.2","79","Application Data"
"417","58.757236200","10.101.1.28","157.240.5.11","TCP","54","58626  >  443 [ACK] Seq=7753 Ack=201 Win=255 Len=0"
"418","58.777588700","Intel_50:21:c0","Broadcast","ARP","42","Who has 10.101.1.31? Tell 10.101.1.23"
"419","59.632113000","10.101.1.28","157.240.5.12","TLSv1.2","86","Application Data"
"420","59.671393300","157.240.5.12","10.101.1.28","TCP","60","443  >  50378 [ACK] Seq=85 Ack=129 Win=391 Len=0"
"421","59.700788100","Intel_50:21:c0","Broadcast","ARP","42","Who has 10.101.1.31? Tell 10.101.1.23"
"422","59.812057800","157.240.5.12","10.101.1.28","TLSv1.2","82","Application Data"
"423","59.863589500","10.101.1.28","157.240.5.12","TCP","54","50378  >  443 [ACK] Seq=129 Ack=113 Win=253 Len=0"
"424","60.242701100","155.133.246.52","10.101.1.28","TLSv1.2","258","Application Data"
"425","60.297608800","10.101.1.28","155.133.246.52","TCP","54","62565  >  443 [ACK] Seq=119 Ack=205 Win=251 Len=0"
"426","60.526478100","10.101.1.26","224.0.0.251","MDNS","564","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"427","60.526478100","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","584","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"428","60.721084300","Intel_50:21:c0","Broadcast","ARP","42","Who has 10.101.1.31? Tell 10.101.1.23"
"429","61.212594300","155.133.246.52","10.101.1.28","TLSv1.2","258","Application Data"
"430","61.260522200","10.101.1.28","155.133.246.52","TCP","54","62565  >  443 [ACK] Seq=119 Ack=409 Win=255 Len=0"
"431","61.599488000","155.133.246.52","10.101.1.28","TLSv1.2","258","Application Data"
"432","61.649838800","10.101.1.28","155.133.246.52","TCP","54","62565  >  443 [ACK] Seq=119 Ack=613 Win=255 Len=0"
"433","61.748629100","Routerboardc_4c:2c:2b","Broadcast","0x9003","64","Ethernet II"
"434","61.843175300","155.133.246.52","10.101.1.28","TLSv1.2","258","Application Data"
"435","61.883200300","10.101.1.28","155.133.246.52","TCP","54","62565  >  443 [ACK] Seq=119 Ack=817 Win=254 Len=0"
"436","62.003024100","155.133.246.52","10.101.1.28","TLSv1.2","258","Application Data"
"437","62.054428200","10.101.1.28","155.133.246.52","TCP","54","62565  >  443 [ACK] Seq=119 Ack=1021 Win=253 Len=0"
"438","63.629711800","10.101.1.28","157.240.5.11","TLSv1.2","83","Application Data"
"439","63.701571300","157.240.5.11","10.101.1.28","TLSv1.2","79","Application Data"
"440","63.752428800","10.101.1.28","157.240.5.11","TCP","54","55086  >  443 [ACK] Seq=211 Ack=2306 Win=255 Len=0"
"441","64.163842500","10.101.1.29","10.101.1.28","TCP","66","62302  >  7680 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"442","64.164217500","10.101.1.28","10.101.1.29","TCP","66","7680  >  62302 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"443","64.177207200","10.101.1.28","157.240.5.12","TLSv1.2","86","Application Data"
"444","64.230046300","10.101.1.29","10.101.1.28","TCP","54","62302  >  7680 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"445","64.230046300","10.101.1.29","10.101.1.28","MS-DO","129","Handshake Message (Request)"
"446","64.231032900","10.101.1.28","10.101.1.29","TCP","54","7680  >  62302 [FIN, ACK] Seq=1 Ack=76 Win=65280 Len=0"
"447","64.232312500","157.240.5.12","10.101.1.28","TCP","60","443  >  57616 [ACK] Seq=113 Ack=161 Win=304 Len=0"
"448","64.252388900","10.101.1.29","10.101.1.28","TCP","54","62302  >  7680 [ACK] Seq=76 Ack=2 Win=65280 Len=0"
"449","64.297672800","10.101.1.29","10.101.1.28","TCP","54","62302  >  7680 [FIN, ACK] Seq=76 Ack=2 Win=65280 Len=0"
"450","64.297732800","10.101.1.28","10.101.1.29","TCP","54","7680  >  62302 [ACK] Seq=2 Ack=77 Win=65280 Len=0"
"451","64.371667000","157.240.5.12","10.101.1.28","TLSv1.2","82","Application Data"
"452","64.420789300","10.101.1.28","157.240.5.12","TCP","54","57616  >  443 [ACK] Seq=161 Ack=141 Win=251 Len=0"
"453","64.520815000","10.101.1.26","224.0.0.251","MDNS","564","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"454","64.520815000","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","584","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"455","66.660321800","Routerboardc_4c:2c:2b","Broadcast","0x9003","64","Ethernet II"
"456","66.660321800","10.101.1.34","224.0.0.251","MDNS","167","Standard query 0x002f PTR _googlecast._tcp.local, ""QM"" question PTR _37F83649._sub._googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"457","66.660321800","fe80::412:caff:fe55:72e5","ff02::fb","MDNS","187","Standard query 0x002f PTR _googlecast._tcp.local, ""QM"" question PTR _37F83649._sub._googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"458","69.627810500","10.101.1.28","157.240.5.11","TLSv1.2","83","Application Data"
"459","69.662791800","157.240.5.11","10.101.1.28","TCP","60","443  >  58626 [ACK] Seq=201 Ack=7782 Win=1609 Len=0"
"460","69.701643100","157.240.5.11","10.101.1.28","TLSv1.2","79","Application Data"
"461","69.751311500","10.101.1.28","157.240.5.11","TCP","54","58626  >  443 [ACK] Seq=7782 Ack=226 Win=255 Len=0"
"462","69.766731700","10.101.1.28","142.250.184.10","UDP","71","56329  >  443 Len=29"
"463","69.831970200","142.250.184.10","10.101.1.28","UDP","66","443  >  56329 Len=24"
"464","70.638549200","10.101.1.28","155.133.246.52","TLSv1.2","113","Application Data"
"465","70.671136200","155.133.246.52","10.101.1.28","TCP","60","443  >  62565 [ACK] Seq=1021 Ack=178 Win=7010 Len=0"
"466","71.616241000","10.101.1.28","104.26.11.240","TCP","54","51370  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1024 Len=0"
"467","71.633432600","10.101.1.28","31.13.83.51","TLSv1.2","123","Application Data"
"468","71.651472100","104.26.11.240","10.101.1.28","TCP","60","443  >  51370 [FIN, ACK] Seq=1 Ack=2 Win=16 Len=0"
"469","71.651649600","10.101.1.28","104.26.11.240","TCP","54","51370  >  443 [ACK] Seq=2 Ack=2 Win=1024 Len=0"
"470","71.678855300","Routerboardc_4c:2c:2b","Broadcast","0x9003","64","Ethernet II"
"471","71.703477700","31.13.83.51","10.101.1.28","TLSv1.2","125","Application Data"
"472","71.755732800","10.101.1.28","31.13.83.51","TCP","54","55540  >  443 [ACK] Seq=208 Ack=214 Win=1023 Len=0"
"473","71.771584400","10.101.1.28","192.178.25.99","TCP","54","51371  >  80 [FIN, ACK] Seq=1 Ack=1 Win=251 Len=0"
"474","71.811320900","192.178.25.99","10.101.1.28","TCP","60","80  >  51371 [FIN, ACK] Seq=1 Ack=2 Win=1054 Len=0"
